title,date,category,link
"Houma Woman Arrested By Louisiana Bureau Of Investigation For Falsifying Check Stubs And Underreporting Income To Defraud The Medicaid Program Of More Than $83,000",2025-08-15,State Enforcement Agencies,/fraud/enforcement/houma-woman-arrested-by-louisiana-bureau-of-investigation-for-falsifying-check-stubs-and-underreporting-income-to-defraud-the-medicaid-program-of-more-than-83000/
Saginaw Physician Charged with Medicaid Fraud,2025-08-15,State Enforcement Agencies,/fraud/enforcement/saginaw-physician-charged-with-medicaid-fraud/
"10 Medicaid Providers Facing Fraud, Theft Charges",2025-08-15,State Enforcement Agencies,/fraud/enforcement/10-medicaid-providers-facing-fraud-theft-charges/
Attorney General Bonta Announces Arrest and Felony Charges Against Nursing Assistant for Alleged Sexual Assault of Three Elderly Patients in Northern California,2025-08-14,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-announces-arrest-and-felony-charges-against-nursing-assistant-for-alleged-sexual-assault-of-three-elderly-patients-in-northern-california/
AG's Office Secures Guilty Plea and Restitution from Worcester-Based Home Health Company and Administrator for MassHealth Fraud,2025-08-14,State Enforcement Agencies,/fraud/enforcement/ags-office-secures-guilty-plea-and-restitution-from-worcester-based-home-health-company-and-administrator-for-masshealth-fraud/
Conviction of Fawn Gobis for Theft and Medicaid Fraud,2025-08-14,State Enforcement Agencies,/fraud/enforcement/conviction-of-fawn-gobis-for-theft-and-medicaid-fraud/
Attorney General Raúl Torrez Files Lawsuit Alleging Over $1.6 Million in Fraudulent Medicaid Claims and Identity Theft of Children,2025-08-14,State Enforcement Agencies,/fraud/enforcement/attorney-general-raul-torrez-files-lawsuit-alleging-over-16-million-in-fraudulent-medicaid-claims-and-identity-theft-of-children/
Connecticut Lab and Owners to Pay More Than $1.2 Million to Settle False Claims Act Allegations,2025-08-13,State Enforcement Agencies,/fraud/enforcement/connecticut-lab-and-owners-to-pay-more-than-12-million-to-settle-false-claims-act-allegations/
"Watonga Psychiatrist To Pay More Than $170,000 For False Claims Act Allegations",2025-08-12,State Enforcement Agencies,/fraud/enforcement/watonga-psychiatrist-to-pay-more-than-170000-for-false-claims-act-allegations/
Abdifatah Yusuf Found Guilty Of Bilking Medicaid Program Out Of Over $7.2 Million,2025-08-12,State Enforcement Agencies,/fraud/enforcement/abdifatah-yusuf-found-guilty-of-bilking-medicaid-program-out-of-over-72-million/
Jorden Borders sentenced to 468 months in prison,2025-08-07,State Enforcement Agencies,/fraud/enforcement/jorden-borders-sentenced-to-468-months-in-prison/
Attorney General Tong Announces APRN and Medical Practice to Pay Over $600k And Cease Connecticut Medicaid Participation to Settle False Claims Act Allegations,2025-08-06,State Enforcement Agencies,/fraud/enforcement/attorney-general-tong-announces-aprn-and-medical-practice-to-pay-over-600k-and-cease-connecticut-medicaid-participation-to-settle-false-claims-act-allegations/
"AG's Office Secures Indictments Against Northampton Resident for Causing More Than $99,000 in False Claims to MassHealth",2025-08-05,State Enforcement Agencies,/fraud/enforcement/ags-office-secures-indictments-against-northampton-resident-for-causing-more-than-99000-in-false-claims-to-masshealth/
AG Campbell Secures $6 Million Settlement With Weymouth-Based Ambulance Companies For MassHealth False Claims,2025-08-04,State Enforcement Agencies,/fraud/enforcement/ag-campbell-secures-6-million-settlement-with-weymouth-based-ambulance-companies-for-masshealth-false-claims/
"Broken Arrow Dentist To Pay More Than $500,000 After False Claims Act Allegations",2025-07-31,State Enforcement Agencies,/fraud/enforcement/broken-arrow-dentist-to-pay-more-than-500000-after-false-claims-act-allegations/
AG Sunday’s Medicaid Fraud Control Section Charges Philadelphia Pharmacy in $2 Million Scheme Involving Sales of Unregulated HIV Medication,2025-07-30,State Enforcement Agencies,/fraud/enforcement/ag-sundays-medicaid-fraud-control-section-charges-philadelphia-pharmacy-in-2-million-scheme-involving-sales-of-unregulated-hiv-medication/
Attorney General Griffin Announces Conviction of Lonoke Woman for Abuse of Adults,2025-07-29,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-conviction-of-lonoke-woman-for-abuse-of-adults/
Attorney General Griffin Announces Arrest of Trumann Man for Medicaid Fraud,2025-07-28,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-arrest-of-trumann-man-for-medicaid-fraud/
"AG’s Office Secures Guilty Plea, Restitution From New Bedford Clinical Lab For MassHealth Fraud And Kickback Schemes",2025-07-28,State Enforcement Agencies,/fraud/enforcement/ags-office-secures-guilty-plea-restitution-from-new-bedford-clinical-lab-for-masshealth-fraud-and-kickback-schemes/
Attorney General Bonta Secures $1.53 Million Settlement with One of Nation’s Largest Hospital Systems for Unlawful Training Repayment Agreements with Nurses,2025-07-24,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-secures-153-million-settlement-with-one-of-nations-largest-hospital-systems-for-unlawful-training-repayment-agreements-with-nurses/
Attorney General Jeff Jackson Secures Over $200 Million from Gilead Sciences for Paying Kickbacks to Doctors,2025-07-23,State Enforcement Agencies,/fraud/enforcement/attorney-general-jeff-jackson-secures-over-200-million-from-gilead-sciences-for-paying-kickbacks-to-doctors/
Attorney General Alan Wilson announces caregiver charged with beating vulnerable adult,2025-07-21,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-caregiver-charged-with-beating-vulnerable-adult/
Attorney General James Uthmeier Announces Arrest of Bay County Woman for Exploiting Elderly Pensacola Man,2025-07-18,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-uthmeier-announces-arrest-of-bay-county-woman-for-exploiting-elderly-pensacola-man/
Attorney General Ken Paxton's Medicaid Fraud Control Unit Plays Key Role in Largest Dismantling of Health Care Fraud in U.S. History. U.S.,2025-07-18,State Enforcement Agencies,/fraud/enforcement/attorney-general-ken-paxtons-medicaid-fraud-control-unit-plays-key-role-in-largest-dismantling-of-health-care-fraud-in-us-history-us/
"Attorney General Alan Wilson Announces Columbia Woman Charged With Stealing More Than $28,000 From Vulnerable Adult",2025-07-17,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-columbia-woman-charged-with-stealing-more-than-28000-from-vulnerable-adult/
AG Jennings Secures over $96K Settlement Following HIV Drug Kickback Investigation,2025-07-16,State Enforcement Agencies,/fraud/enforcement/ag-jennings-secures-over-96k-settlement-following-hiv-drug-kickback-investigation/
Attorney General Raoul Announces More Than $200 Million Settlement With Gilead Sciences Over Illegal Kickbacks To Providers For Prescriptions,2025-07-16,State Enforcement Agencies,/fraud/enforcement/attorney-general-raoul-announces-more-than-200-million-settlement-with-gilead-sciences-over-illegal-kickbacks-to-providers-for-prescriptions/
AG Campbell Announces Over $1 Million Settlement With Worcester County Transportation Provider For Defrauding MassHealth And Department Of Developmental Services,2025-07-16,State Enforcement Agencies,/fraud/enforcement/ag-campbell-announces-over-1-million-settlement-with-worcester-county-transportation-provider-for-defrauding-masshealth-and-department-of-developmental-services/
Attorney General Dan Rayfield Helps Secure $202 Million Settlement with Gilead Over Kickback Scheme Involving HIV Medications,2025-07-16,State Enforcement Agencies,/fraud/enforcement/attorney-general-dan-rayfield-helps-secure-202-million-settlement-with-gilead-over-kickback-scheme-involving-hiv-medications/
Law Enforcement Recovers Over $6 Million in Forfeited Assets from Miami Couple Sentenced to 9- and 3-Year Prison Terms for Health Care Fraud and Money Laundering Conspiracies,2025-07-15,Criminal and Civil Actions,/fraud/enforcement/law-enforcement-recovers-over-6-million-in-forfeited-assets-from-miami-couple-sentenced-to-9-and-3-year-prison-terms-for-health-care-fraud-and-money-laundering-conspiracies/
AG Campbell Secures $1.6 Million For Massachusetts In Multi-State Settlement With Pharmaceutical Company,2025-07-15,State Enforcement Agencies,/fraud/enforcement/ag-campbell-secures-16-million-for-massachusetts-in-multi-state-settlement-with-pharmaceutical-company/
Attorney General Formella Helps Secure Over $200 Million from Gilead Sciences for Illegal Kickbacks,2025-07-15,State Enforcement Agencies,/fraud/enforcement/attorney-general-formella-helps-secure-over-200-million-from-gilead-sciences-for-illegal-kickbacks/
Attorney General James Secures Over $200 Million from Gilead Sciences for Paying Illegal Kickbacks,2025-07-15,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-secures-over-200-million-from-gilead-sciences-for-paying-illegal-kickbacks/
AG Sunday Part of National Coalition Securing $200M+ from Gilead Sciences for Illegal Kickback Scheme to Sell HIV Drugs,2025-07-15,State Enforcement Agencies,/fraud/enforcement/ag-sunday-part-of-national-coalition-securing-200m-from-gilead-sciences-for-illegal-kickback-scheme-to-sell-hiv-drugs/
Former Caregiver at Retirement Community in Ashtabula County Indicted on Rape Charges,2025-07-14,State Enforcement Agencies,/fraud/enforcement/former-caregiver-at-retirement-community-in-ashtabula-county-indicted-on-rape-charges/
Attorney General Marshall Announces Conviction of Former Director of Nursing of Montgomery Nursing Home for Theft of Narcotics,2025-07-11,State Enforcement Agencies,/fraud/enforcement/attorney-general-marshall-announces-conviction-of-former-director-of-nursing-of-montgomery-nursing-home-for-theft-of-narcotics/
Attorney General Griffin Announces Arrest of Paragould Woman for Medicaid Fraud,2025-07-10,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-arrest-of-paragould-woman-for-medicaid-fraud/
9 Medicaid Providers Indicted on Fraud Charges,2025-07-10,State Enforcement Agencies,/fraud/enforcement/9-medicaid-providers-indicted-on-fraud-charges/
Attorney General Murrill secures over $200 million from Gilead Sciences for paying Illegal Kickbacks,2025-07-08,State Enforcement Agencies,/fraud/enforcement/attorney-general-murrill-secures-over-200-million-from-gilead-sciences-for-paying-illegal-kickbacks/
"Shelby County Caregiver Indicted, Charged with Stealing from Vulnerable Adults",2025-07-03,State Enforcement Agencies,/fraud/enforcement/shelby-county-caregiver-indicted-charged-with-stealing-from-vulnerable-adults/
Adult Foster Home Owner Pleads Guilty to Neglect and Theft Charges Involving Medicaid Recipients,2025-07-03,State Enforcement Agencies,/fraud/enforcement/adult-foster-home-owner-pleads-guilty-to-neglect-and-theft-charges-involving-medicaid-recipients/
Attorney General Liz Murrill's Medicaid Fraud Control Unit arrests Baton Rouge woman for Cruelty to Persons with Infirmities,2025-07-02,State Enforcement Agencies,/fraud/enforcement/attorney-general-liz-murrills-medicaid-fraud-control-unit-arrests-baton-rouge-woman-for-cruelty-to-persons-with-infirmities/
Attorney General Nessel Announces $4.5 Million Settlement with Detroit Nursing Homes Over Substandard Care Allegations,2025-07-02,State Enforcement Agencies,/fraud/enforcement/attorney-general-nessel-announces-45-million-settlement-with-detroit-nursing-homes-over-substandard-care-allegations/
Eastern District of Louisiana: National Health Care Fraud Takedown Results in 324 Defendants Charged in Fraud Scheme Totaling Over $14.6 Billion,2025-07-01,Criminal and Civil Actions,/fraud/enforcement/eastern-district-of-louisiana-national-health-care-fraud-takedown-results-in-324-defendants-charged-in-fraud-scheme-totaling-over-146-billion/
"Northern District of Illinois: National Health Care Fraud Takedown Results in Charges Against 324 Individuals, Including 13 in Northern District of Illinois",2025-07-01,Criminal and Civil Actions,/fraud/enforcement/northern-district-of-illinois-national-health-care-fraud-takedown-results-in-charges-against-324-individuals-including-13-in-northern-district-of-illinois/
Northern District of Texas: Four Individuals Charged in Northern District of Texas with Health Care Fraud Schemes Totaling over $210 Million as part of National Takedown,2025-07-01,Criminal and Civil Actions,/fraud/enforcement/northern-district-of-texas-four-individuals-charged-in-northern-district-of-texas-with-health-care-fraud-schemes-totaling-over-210-million-as-part-of-national-takedown/
AG Sunday Charges PA. Therapist Accused Of Sexploiting Patient As Part Of the 2025 National Health Care Fraud Takedown,2025-07-01,State Enforcement Agencies,/fraud/enforcement/ag-sunday-charges-pa-therapist-accused-of-sexploiting-patient-as-part-of-national-health-care-fraud-take-downs/
ICYMI: Attorney General Alan Wilson announces indictments in $21 million health care fraud schemes,2025-07-01,State Enforcement Agencies,/fraud/enforcement/icymi-attorney-general-alan-wilson-announces-indictments-in-21-million-health-care-fraud-schemes/
13 Medicaid Providers Facing Fraud Charges,2025-06-30,State Enforcement Agencies,/fraud/enforcement/13-medicaid-providers-facing-fraud-charges/
Attorney General James Secures More Than $13 Million in Sweeping Takedown of Transportation Companies for Defrauding Medicaid,2025-06-30,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-secures-more-than-13-million-in-sweeping-takedown-of-transportation-companies-for-defrauding-medicaid/
Missouri Attorney General Bailey Joins National Health Care Fraud Takedown Resulting In Over $275K In Alleged Fraud,2025-06-30,State Enforcement Agencies,/fraud/enforcement/missouri-attorney-general-bailey-joins-national-health-care-fraud-takedown-resulting-in-over-275k-in-alleged-fraud/
Owner of Durable Medical Equipment Company Charged by Federal Indictment in $5.4 Million Medicaid Fraud Scheme,2025-06-30,State Enforcement Agencies,/fraud/enforcement/owner-of-durable-medical-equipment-company-charged-by-federal-indictment-in-54-million-medicaid-fraud-scheme/
Attorney General Griffin Announces Three Medicaid Fraud Arrests,2025-06-30,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-three-medicaid-fraud-arrests/
National Health Care Fraud Takedown Results in 324 Defendants Charged in Connection with Over $14.6 Billion in Alleged Fraud,2025-06-30,Criminal and Civil Actions,/fraud/enforcement/national-health-care-fraud-takedown-results-in-324-defendants-charged-in-connection-with-over-146-billion-in-alleged-fraud/
Western District of North Carolina: Federal And State Officials Announce Efforts To Crack Down On Healthcare Fraud Schemes,2025-06-30,Criminal and Civil Actions,/fraud/enforcement/federal-and-state-officials-announce-efforts-to-crack-down-on-healthcare-fraud-schemes/
Western District of Michigan: National Health Care Fraud Takedown Results In 324 Defendants Charged In Connection With Over $14.6 Billion In Alleged Fraud,2025-06-30,Criminal and Civil Actions,/fraud/enforcement/western-district-of-michigan-national-health-care-fraud-takedown-results-in-324-defendants-charged-in-connection-with-over-146-billion-in-alleged-fraud/
Northern District of Mississippi: National Health Care Fraud Takedown Results in 324 Defendants Charged in Connection with Over $14.6 Billion in Alleged Fraud,2025-06-30,Criminal and Civil Actions,/fraud/enforcement/mississippi-national-health-care-fraud-takedown-results-in-324-defendants-charged-in-connection-with-over-146-billion-in-alleged-fraud/
Middle District of Florida: National Health Care Fraud Takedown Results In 324 Defendants Charged In Connection With Over $14.6 Billion In Alleged Fraud,2025-06-30,Criminal and Civil Actions,/fraud/enforcement/florida-national-health-care-fraud-takedown-results-in-324-defendants-charged-in-connection-with-over-146-billion-in-alleged-fraud/
Eastern District of Virginia: U.S. Attorney Erik S. Siebert Announces Charges As Part Of DOJ’s National Health Care Fraud Enforcement Action,2025-06-30,Criminal and Civil Actions,/fraud/enforcement/eastern-district-of-virginia-us-attorney-erik-s-siebert-announces-charges-as-part-of-dojs-national-health-care-fraud-enforcement-action/
"Eastern District of New York: 11 Defendants Indicted in Multi-Billion Health Care Fraud Scheme, the Largest Case by Loss Amount Ever Charged by the Department Of Justice",2025-06-30,Criminal and Civil Actions,/fraud/enforcement/11-defendants-indicted-in-multi-billion-health-care-fraud-scheme-the-largest-case-by-loss-amount-ever-charged-by-the-department-of-justice/
Eastern District of Michigan: National Health Care Fraud Enforcement Action Results in 324 Defendants Charged and Over $14.6 Billion in Intended Fraud Loss Charged,2025-06-30,Criminal and Civil Actions,/fraud/enforcement/michigan-national-health-care-fraud-enforcement-action-results-in-324-defendants-charged-and-over-146-billion-in-intended-fraud-loss-charged/
District of Nevada: U.S. Attorney's Office Participates In Record-Setting National Health Care Fraud Takedown,2025-06-30,Criminal and Civil Actions,/fraud/enforcement/nevada-us-attorneys-office-participates-in-record-setting-national-health-care-fraud-takedown/
District of Connecticut: National Health Care Fraud Takedown Results in 324 Defendants Charged in Connection with Over $14.6 Billion in Alleged Fraud,2025-06-30,Criminal and Civil Actions,/fraud/enforcement/connecticut-national-health-care-fraud-takedown-results-in-324-defendants-charged-in-connection-with-over-146-billion-in-alleged-fraud/
District of Columbia: Personal Health Care Aide Charged with Health Care Fraud,2025-06-30,Criminal and Civil Actions,/fraud/enforcement/personal-health-care-aide-charged-with-health-care-fraud/
Attorney General Bonta Secures Sentencing of Southern California Health Care Operator for Medi-Cal Fraud,2025-06-27,State Enforcement Agencies,/fraud/enforcement/attorney-general-bonta-secures-sentencing-of-southern-california-health-care-operator-for-medi-cal-fraud/
Personal Care Attendant Pleads Guilty To Defrauding MassHealth While Incarcerated,2025-06-25,State Enforcement Agencies,/fraud/enforcement/personal-care-attendant-pleads-guilty-to-defrauding-masshealth-while-incarcerated/
Ex-Doctor Sentenced in $1.5 Million Medicaid Scheme,2025-06-24,State Enforcement Agencies,/fraud/enforcement/ex-doctor-sentenced-in-15-million-medicaid-scheme/
Attorney General Ford Announces Sentencing of Ringleaders and Accomplices in Behavioral Health Fraud Ring,2025-06-20,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-sentencing-of-ringleaders-and-accomplices-in-behavioral-health-fraud-ring/
Former South Deerfield Resident Pleads Guilty To Defrauding MassHealth's Personal Care Attendant Program,2025-06-18,State Enforcement Agencies,/fraud/enforcement/former-south-deerfield-resident-pleads-guilty-to-defrauding-masshealths-personal-care-attendant-program/
Attorney General Griffin Announces an Arrest and Two Medicaid Fraud Convictions,2025-06-17,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-an-arrest-and-two-medicaid-fraud-convictions/
"Owner of Berks County Home Care Agency Sentenced to Prison, Ordered to Pay More Than $235K in Restitution After Pleading Guilty to Medicaid Fraud Scheme",2025-06-13,State Enforcement Agencies,/fraud/enforcement/owner-of-berks-county-home-care-agency-sentenced-to-prison-ordered-to-pay-more-than-235k-in-restitution-after-pleading-guilty-to-medicaid-fraud-scheme/
Attorney General Alan Wilson announces Greenville woman charged with Medicaid fraud,2025-06-13,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-greenville-woman-charged-with-medicaid-fraud/
Attorney General Alan Wilson announces Spartanburg Co. woman charged with Medicaid fraud,2025-06-12,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-spartanburg-co-woman-charged-with-medicaid-fraud/
"Attorney General Alan Wilson announces Dillon woman charged with defrauding Medicaid of more than $10,000",2025-06-11,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-dillon-woman-charged-with-defrauding-medicaid-of-more-than-10000/
"Doctor at L5 Pain Clinic Sentenced to 40 Months in Prison, Ordered to Pay $35,000 Fine and $200K in Forfeiture",2025-06-11,State Enforcement Agencies,/fraud/enforcement/doctor-at-l5-pain-clinic-sentenced-to-40-months-in-prison-ordered-to-pay-35000-fine-and-200k-in-forfeiture/
AG’s Office Secures Indictments Against Randolph Autism Service Provider For Allegedly Submitting More Than $1 Million In False Claims,2025-06-10,State Enforcement Agencies,/fraud/enforcement/ags-office-secures-indictments-against-randolph-autism-service-provider-for-allegedly-submitting-more-than-1-million-in-false-claims/
"Great Neck Gastroenterologist Charged with More Than $100,000 Social Security Benefits Fraud",2025-06-10,State Enforcement Agencies,/fraud/enforcement/great-neck-gastroenterologist-charged-with-more-than-100000-social-security-benefits-fraud/
Chester County Caretakers Plead Guilty to Neglecting Patient who Required Emergency Care,2025-06-10,State Enforcement Agencies,/fraud/enforcement/chester-county-caretakers-plead-guilty-to-neglecting-patient-who-required-emergency-care/
Attorney General Alan Wilson announces Florence Co. health worker charged with Medicaid fraud,2025-06-10,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-florence-co-health-worker-charged-with-medicaid-fraud/
Nurse Practitioner Convicted of Prescribing Drugs Without a Medical Purpose,2025-06-09,State Enforcement Agencies,/fraud/enforcement/nurse-practitioner-convicted-of-prescribing-drugs-without-a-medical-purpose/
Woman Convicted of Two Felonies for Violations of the Medicaid False Claims Act and Public Assistance Fraud,2025-06-09,State Enforcement Agencies,/fraud/enforcement/woman-convicted-of-two-felonies-for-violations-of-the-medicaid-false-claims-act-and-public-assistance-fraud/
Jorden Borders Guilty On All Counts In Child Torture And Medicaid Fraud Case,2025-06-06,State Enforcement Agencies,/fraud/enforcement/jorden-borders-guilty-on-all-counts-in-child-torture-and-medicaid-fraud-case/
Attorney General Griffin Announces Conviction of Heber Springs Woman for Exploitation of an Impaired Person,2025-06-05,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-conviction-of-heber-springs-woman-for-exploitation-of-an-impaired-person/
Avon Woman Convicted In Medicaid Fraud Scheme,2025-06-04,State Enforcement Agencies,/fraud/enforcement/avon-woman-convicted-in-medicaid-fraud-scheme/
Attorney General Ford Announces The Sentencing Of Behavioral  Health Company Owners In Medicaid Fraud Case,2025-06-02,State Enforcement Agencies,/fraud/enforcement/attorney-general-ford-announces-the-sentencing-of-behavioral-health-company-owners-in-medicaid-fraud-case/
AG Sunday Announces Guilty Pleas in $12 Million Medicaid Fraud Scheme at Philadelphia Pharmacy; Two Scheme Leaders Jailed,2025-05-30,State Enforcement Agencies,/fraud/enforcement/ag-sunday-announces-guilty-pleas-in-12-million-medicaid-fraud-scheme-at-philadelphia-pharmacy-two-scheme-leaders-jailed/
"Attorney General Alan Wilson Announces Moncks Corner Couple Charged With Stealing Over $20,000 From Vulnerable Adult",2025-05-30,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-moncks-corner-couple-charged-with-stealing-over-20000-from-vulnerable-adult/
Former Detroit Pharmacist to Stand Trial for Medicaid Fraud,2025-05-29,State Enforcement Agencies,/fraud/enforcement/former-detroit-pharmacist-to-stand-trial-for-medicaid-fraud/
Carr: Richmond County Provider Charged with $255k in Medicaid Fraud,2025-05-29,State Enforcement Agencies,/fraud/enforcement/carr-richmond-county-provider-charged-with-255k-in-medicaid-fraud/
Two St. Louis Area Doctors Admit Health Crimes,2025-05-22,Criminal and Civil Actions,/fraud/enforcement/two-st-louis-area-doctors-admit-health-crimes/
Omaha Woman Fined for Medicaid Fraud,2025-05-21,State Enforcement Agencies,/fraud/enforcement/omaha-woman-fined-for-medicaid-fraud/
"13 Members and Associates of Rival Armenian Syndicates Arrested on Federal Complaints Alleging Attempted Murder, Kidnapping, Theft",2025-05-20,Criminal and Civil Actions,/fraud/enforcement/13-members-and-associates-of-rival-armenian-syndicates-arrested-on-federal-complaints-alleging-attempted-murder-kidnapping-theft/
Attorney General Brown Announces Guilty Pleas of Three Individuals to Over $3.6 Million in Medicaid Fraud,2025-05-19,State Enforcement Agencies,/fraud/enforcement/attorney-general-brown-announces-guilty-pleas-of-three-individuals-to-over-36-million-in-medicaid-fraud/
Laci Silgjord Found Guilty In Financial Exploitation Case,2025-05-19,State Enforcement Agencies,/fraud/enforcement/laci-silgjord-found-guilty-in-financial-exploitation-case/
Attorney General Mayes Secures Over $34 Million in Fines and Restitution from Company Convicted of Defrauding AHCCCS Behavioral Health Program,2025-05-13,State Enforcement Agencies,/fraud/enforcement/attorney-general-mayes-secures-over-34-million-in-fines-and-restitution-from-company-convicted-of-defrauding-ahcccs-behavioral-health-program/
Attorney General Griffin Announces Arrest of Conway Woman for Abuse of a Vulnerable Person,2025-05-13,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-arrest-of-conway-woman-for-abuse-of-a-vulnerable-person/
Attorney General Jeff Jackson Reaches $4.7 Million Medicaid Fraud Settlement,2025-05-13,State Enforcement Agencies,/fraud/enforcement/attorney-general-jeff-jackson-reaches-47-million-medicaid-fraud-settlement/
Carr: Brookhaven Woman Convicted in $305k Medicaid Fraud Scheme,2025-05-12,State Enforcement Agencies,/fraud/enforcement/carr-brookhaven-woman-convicted-in-305k-medicaid-fraud-scheme/
Three Baton Rouge Individuals Plead Guilty In Federal Court In Connection With The Department Of Justice’s 2024 National Health Care Fraud Enforcement Action,2025-05-09,COVID-19,/fraud/enforcement/three-baton-rouge-individuals-plead-guilty-in-federal-court-in-connection-with-the-department-of-justices-2024-national-health-care-fraud-enforcement-action/
"Attorney General Tong Announces $495,721 False Claims Settlement with Dentists Over Prohibited Patient Recruiting Fees",2025-05-09,State Enforcement Agencies,/fraud/enforcement/attorney-general-tong-announces-495721-false-claims-settlement-with-dentists-over-prohibited-patient-recruiting-fees/
Middlesex Social Worker Charged With Medicaid Fraud,2025-05-08,State Enforcement Agencies,/fraud/enforcement/middlesex-social-worker-charged-with-medicaid-fraud/
Chalmette Woman Arrested By Louisiana Bureau Of Investigation Agents For Medicaid Recipient Fraud,2025-05-07,State Enforcement Agencies,/fraud/enforcement/chalmette-woman-arrested-by-louisiana-bureau-of-investigation-agents-for-medicaid-recipient-fraud/
AG Campbell Sues CVS For Failure To Comply With MassHealth Prescription Drug Pricing Regulations,2025-05-07,State Enforcement Agencies,/fraud/enforcement/ag-campbell-sues-cvs-for-failure-to-comply-with-masshealth-prescription-drug-pricing-regulations/
Attorney General James Uthmeier Announces Arrests in $345K Medicaid Transportation Fraud Scheme,2025-05-07,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-uthmeier-announces-arrests-in-345k-medicaid-transportation-fraud-scheme/
Attorney General Griffin Announces Conviction of Blytheville Woman for Medicaid Fraud,2025-05-06,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-conviction-of-blytheville-woman-for-medicaid-fraud/
"Attorney General Alan Wilson Announces Camden Woman Charged With Stealing More Than $10,000 From Nursing Center Resident",2025-05-05,State Enforcement Agencies,/fraud/enforcement/attorney-general-alan-wilson-announces-camden-woman-charged-with-stealing-more-than-10000-from-nursing-center-resident/
Attorney General Jackley Announces Pierre Woman Indicted on Charges to Defraud Medicaid Program,2025-05-02,State Enforcement Agencies,/fraud/enforcement/attorney-general-jackley-announces-pierre-woman-indicted-on-charges-to-defraud-medicaid-program/
"New York Man Convicted of Medicaid Fraud and Tax Evasion, Will Pay $1.8 Million in Restitution",2025-05-01,State Enforcement Agencies,/fraud/enforcement/new-york-man-convicted-of-medicaid-fraud-and-tax-evasion-will-pay-18-million-in-restitution/
U.S. Attorney Announces $202 Million Settlement With Gilead Sciences For Using Speaker Programs To Pay Kickbacks To Doctors To Induce Them To Prescribe Gilead’s Drugs,2025-04-29,Criminal and Civil Actions,/fraud/enforcement/us-attorney-announces-202-million-settlement-with-gilead-sciences-for-using-speaker-programs-to-pay-kickbacks-to-doctors-to-induce-them-to-prescribe-gileads-drugs/
Attorney General Griffin Announces Convictions Of Van Buren Father And Son For Medicaid Fraud,2025-04-28,State Enforcement Agencies,/fraud/enforcement/attorney-general-griffin-announces-convictions-of-van-buren-father-and-son-for-medicaid-fraud/
Attorney General James Uthmeier Announces Final Arrest In Massive Medicaid Fraud Case,2025-04-28,State Enforcement Agencies,/fraud/enforcement/attorney-general-james-uthmeier-announces-final-arrest-in-massive-medicaid-fraud-case/
"Home Health Agency To Pay $100,000 In Settlement Over Incomplete Patient Care Records",2025-04-28,State Enforcement Agencies,/fraud/enforcement/home-health-agency-to-pay-100000-in-settlement-over-incomplete-patient-care-records/
Former Director Of Tuscola County Peer Center Sentenced For Embezzling From Center,2025-04-24,State Enforcement Agencies,/fraud/enforcement/former-director-of-tuscola-county-peer-center-sentenced-for-embezzling-from-center/
Former Detroit Pharmacist Charged With Fraud,2025-04-23,State Enforcement Agencies,/fraud/enforcement/former-detroit-pharmacist-charged-with-fraud/
Kyle Perkins Indicted for Conspiracy To Commit Medicaid Fraud,2025-04-22,State Enforcement Agencies,/fraud/enforcement/kyle-perkins-indicted-for-conspiracy-to-commit-medicaid-fraud/
Walgreens Agrees to Pay Up to $350M for Illegally Filling Unlawful Opioid Prescriptions and for Submitting False Claims to the Federal Government,2025-04-21,Criminal and Civil Actions,/fraud/enforcement/walgreens-agrees-to-pay-up-to-350m-for-illegally-filling-unlawful-opioid-prescriptions-and-for-submitting-false-claims-to-the-federal-government/
Waterbury Man Arrested In Scheme To Defraud Medicaid,2025-04-17,State Enforcement Agencies,/fraud/enforcement/waterbury-man-arrested-in-scheme-to-defraud-medicaid/
